time,open,high,low,close,ATR
1622554200,335.3,335.77,335.02,335.3,NaN
1622555100,335.315,335.49,334.17,334.6,NaN
1622556000,334.61,334.78,332.93,332.93,NaN
1622556900,332.96,333.18,332.31,333.17,NaN
1622557800,333.16,333.48,333.03,333.03,NaN
1622558700,332.99,333.06,331.44,332,NaN
1622559600,331.97,332.42,331.66,332.37,NaN
1622560500,332.37,332.85,332.28,332.79,NaN
1622561400,332.79,333.23,332.63,332.95,NaN
1622562300,332.96,333.13,332.68,333.06,NaN
1622563200,333.08,333.13,332.59,332.77,NaN
1622564100,332.74,333.23,332.64,333.13,NaN
1622565000,333.09,333.45,332.97,333.45,NaN
1622565900,333.43,333.43,332.97,333.17,0.8092857142857172
1622566800,333.16,333.17,332.62,332.72,0.7907653061224524
1622567700,332.72,332.88,332.51,332.86,0.7607106413994205
1622568600,332.85,332.94,332.74,332.85,0.7206598812994611
1622569500,332.83,333.14,332.79,333.09,0.6941841754923542
1622570400,333.08,333.2,332.92,333.07,0.6645995915286127
1622571300,333.09,333.38,333.02,333.28,0.6428424778479985
1622572200,333.28,333.81,333.19,333.73,0.6412108722874275
1622573100,333.68,333.87,333.64,333.78,0.6118386671240411
1622574000,333.78,333.81,333.5,333.6,0.590278762329467
1622574900,333.66,333.67,333.3,333.3,0.5745445650202196
1622575800,333.28,333.31,332.84,332.93,0.5670770960902058
1622576700,332.91,333.29,332.69,332.84,0.5694287320837642
1622640600,333.25,333.75,332.87,333.54,0.59375525122064
1622641500,333.64,334.22,333.51,333.52,0.6020584475620254
1622642400,333.53,333.75,333.03,333.24,0.6104828441647399
1622643300,333.26,334.06,333.26,334.02,0.6254483552958294
1622644200,334.06,334.34,333.78,334.12,0.620773472774699
1622645100,334.11,334.29,333.43,333.65,0.6378610818622213
1622646000,333.66,334,333.51,333.95,0.6272995760149204
1622646900,333.87,334.01,333.55,333.955,0.6153496062995674
1622647800,333.98,334.11,333.84,334.11,0.5906817772781725
1622648700,334.06,334.18,333.86,333.95,0.5713473646154454
1622649600,333.96,334,333.72,333.82,0.5505368385714832
1622650500,333.83,333.92,332.97,333.13,0.5790699215306621
1622651400,333.17,333.33,333,333.33,0.5612792128498993
1622652300,333.3,333.42,333.28,333.31,0.531187840503481
1622653200,333.3,333.44,333.1,333.19,0.517531566181802
1622654100,333.205,333.24,332.16,332.38,0.5577078828831007
1622655000,332.34,332.7,332.33,332.43,0.5443001769628796
1622655900,332.51,332.57,331.95,332.29,0.5497073071798171
1622656800,332.27,332.46,331.71,331.76,0.5640139280955444
1622657700,331.74,332.41,331.71,332.37,0.5737272189458659
1622658600,332.35,332.5,332.17,332.28,0.5563181318783029
1622659500,332.31,332.58,332.27,332.52,0.5387239796012814
1622660400,332.49,332.69,332.25,332.61,0.5316722667726183
1622661300,332.63,332.7,332.54,332.59,0.5051242477174289
1622662200,332.59,332.95,332.41,332.94,0.5076153728804671
1622663100,332.93,333.51,332.85,333.44,0.5184999891032886
1622727000,330.59,330.88,328.95,328.95,0.8021785613101972
1622727900,328.93,329.33,328.29,329.16,0.8191658069308947
1622728800,329.15,330.42,328.97,330.31,0.8642253921501156
1622729700,330.3,330.32,329.5,329.57,0.861066435567964
1622730600,329.58,329.95,328.75,328.99,0.8852759758845371
1622731500,328.96,331.1,328.79,331.1,0.9870419776070704
1622732400,331.14,331.86,331.06,331.46,0.9736818363494233
1622733300,331.5,331.55,330.58,330.88,0.9734188480387521
1622734200,330.85,330.97,330.07,330.41,0.9681746446074151
1622735100,330.42,330.46,329.9,330.46,0.9390193128497427
1622736000,330.48,330.88,330.32,330.51,0.911946504789047
1622736900,330.42,330.58,330.03,330.55,0.8860931830184017
1622737800,330.51,330.99,330.24,330.9,0.8763722413742301
1622738700,330.86,331.14,330.66,331.12,0.8480599384189251
1622739600,331.14,331.26,330.35,330.81,0.8524842285318568
1622740500,330.74,331.44,330.72,331.4,0.8430210693510077
1622741400,331.36,331.48,330.81,330.92,0.8306624215402226
1622742300,330.89,331.06,330.56,330.77,0.8070436771444924
1622743200,330.82,331,330.59,330.73,0.7786834144913162
1622744100,330.71,330.71,330.28,330.28,0.7552060277419397
1622745000,330.31,330.58,330.11,330.29,0.7348341686175133
1622745900,330.29,330.38,329.98,330.05,0.7109174422876893
1622746800,330.05,330.47,330.05,330.46,0.6901376249814268
1622747700,330.45,330.45,329.95,330.36,0.6772706517684671
1622748600,330.39,330.5,330.02,330.04,0.6631798909278636
1622749500,330.03,330.08,329.69,329.87,0.6436670415758723
1622813400,331.86,333.61,331.785,333.47,0.8648336814633106
1622814300,333.5,334.14,333.5,333.97,0.850916989930214
1622815200,334.02,335.17,334.02,334.86,0.8758514906494836
1622816100,334.91,335.23,334.53,334.62,0.8632906698888095
1622817000,334.64,335.165,334.56,334.93,0.8448413363253244
1622817900,334.91,335.37,334.82,334.88,0.8237812408735163
1622818800,334.905,335.34,334.78,335.17,0.8049397236682653
1622819700,335.28,335.71,335.2,335.6,0.786015457691958
1622820600,335.6,335.6,335.26,335.51,0.7541572107139632
1622821500,335.49,335.54,335.28,335.35,0.7188602670915406
1622822400,335.41,335.53,335.16,335.52,0.6939416765849983
1622823300,335.49,335.53,335.38,335.39,0.6550886996860682
1622824200,335.4,335.65,335.4,335.43,0.6268680782799197
1622825100,335.45,335.52,335.31,335.48,0.5970917869742097
1622826000,335.48,335.56,335.33,335.5,0.5708709450474817
1622826900,335.5,335.64,335.38,335.45,0.5486658775440895
1622827800,335.45,335.75,335.45,335.7,0.5309040291480839
1622828700,335.7,335.89,335.62,335.85,0.5122680270660765
1622829600,335.83,335.99,335.76,335.8,0.4921060251327867
1622830500,335.88,335.94,335.77,335.83,0.4690984519090173
1622831400,335.85,335.99,335.84,335.93,0.447019991058375
1622832300,335.93,336.05,335.81,335.81,0.43223284883992025
1622833200,335.85,335.88,335.64,335.68,0.4185019310656409
1622834100,335.67,335.75,335.6,335.67,0.39932322170380774
1622835000,335.64,335.7,335.4,335.68,0.39222870586782227
1622835900,335.65,336.05,335.57,335.68,0.398498084020122
1623072600,335.03,335.6,334.58,334.98,0.44860536373297205
1623073500,334.99,335.54,334.7,335.37,0.4765621234663335
1623074400,335.38,335.4,334.65,334.79,0.4960934003615954
1623075300,334.82,335.1,334.35,334.91,0.5142295860500529
1623076200,334.92,335.15,334.66,334.87,0.5124989013321886
1623077100,334.88,335.31,334.54,335.3,0.5308918369513166
1623078000,335.33,335.33,334.89,335.14,0.5243995628833652
1623078900,335.12,335.17,334.58,334.64,0.5290853083916985
1623079800,334.65,334.87,334.48,334.71,0.5191506435065762
1623080700,334.7,335.09,334.63,335.03,0.5149255975418193
1623081600,335.04,335.49,335.03,335.48,0.5110023405745491
1623082500,335.53,335.58,335.25,335.4,0.4980736019620801
1623083400,335.43,335.59,335.31,335.54,0.48249691610764384
1623084300,335.49,335.57,335.39,335.46,0.4608899935285269
1623085200,335.48,335.63,335.06,335.24,0.4686835654193459
1623086100,335.24,335.43,335.14,335.25,0.45592045360367983
1623087000,335.24,335.34,335.13,335.17,0.43835470691770123
1623087900,335.15,335.2,334.86,334.98,0.43132937070929217
1623088800,334.97,335.4,334.96,335.37,0.431948701372914
1623089700,335.41,335.52,335.31,335.44,0.4160952227034187
1623090600,335.44,335.55,335.42,335.48,0.3956598496531742
1623091500,335.47,336.1,335.39,335.95,0.41811271753509294
1623092400,335.94,336.3,335.91,336.25,0.41610466628258536
1623093300,336.25,336.66,336.24,336.49,0.416382904405259
1623094200,336.51,336.56,336.05,336.05,0.4230698398048827
1623095100,336.03,336.65,336.01,336.54,0.43856485124739014
1623159000,338.38,339.29,338.01,339.13,0.6036673618725766
1623159900,339.14,339.27,337.22,337.41,0.7069768360245322
1623160800,337.37,337.79,337.01,337.6,0.7121927763084963
1623161700,337.65,337.69,337.13,337.13,0.7013218637150324
1623162600,337.11,337.29,336.71,337.2,0.6926560163068186
1623163500,337.16,337.36,336.39,336.61,0.7124663008563336
1623164400,336.59,337.01,336.24,336.28,0.7165758507951656
1623165300,336.3,336.49,335.05,335.7,0.7682490043097966
1623166200,335.68,336.13,335.29,336.1,0.7733740754305236
1623167100,336.13,336.24,335.74,336.07,0.7538473557569149
1623168000,336.03,336.47,335.92,336.42,0.7392868303457075
1623168900,336.44,336.61,336.1,336.46,0.7229091996067278
1623169800,336.48,336.78,336.48,336.7,0.6941299710633897
1623170700,336.67,337.02,336.64,337.02,0.671692115987433
1623171600,337,337,336.54,336.54,0.6579998219883277
1623172500,336.55,336.62,336.39,336.41,0.6274284061320199
1623173400,336.4,336.78,336.34,336.77,0.6140406628368754
1623174300,336.74,336.81,336.43,336.46,0.5973234726342412
1623175200,336.47,336.71,336.32,336.51,0.5825146531603659
